"ID";"Month";"Year";"Season";"Ontogeny";"Site";"TL";"Weight";"Elapsed_Time";"Mg24";"Sr87";"Ba138"
"ID012";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";187;103.18;0;475.7;1983.6;0.4
"ID012";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";187;103.18;2.3;464.7;2071;0.6
"ID012";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";187;103.18;4.5;468.4;2237.4;0.7
"ID012";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";187;103.18;6.8;492.6;2371.5;0.8
"ID012";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";187;103.18;9.1;487.9;2195.7;0.6
"ID012";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";187;103.18;11.3;488.1;2199.1;0.5
"ID012";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";187;103.18;13.6;406.6;1807.6;0.4
"ID012";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";187;103.18;15.8;377.3;2075;0.9
"ID012";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";187;103.18;18.1;327.4;2080;1.5
"ID012";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";187;103.18;20.4;318.8;2559.3;3.1
"ID012";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";187;103.18;22.6;314.8;2786.8;3.2
"ID012";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";187;103.18;24.9;261.6;2687.6;2.3
"ID012";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";187;103.18;27.2;268.2;2817;2.1
"ID012";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";187;103.18;29.4;264.4;2494.7;1.8
"ID012";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";187;103.18;31.7;252.9;2401.2;2.1
"ID012";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";187;103.18;34;260.6;2685.4;2.5
"ID012";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";187;103.18;36.2;269.1;2418;2.1
"ID012";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";187;103.18;38.5;234;2568.1;2
"ID012";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";187;103.18;40.7;264.1;2677.8;1.9
"ID012";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";187;103.18;43;254.8;2649.7;1.6
"ID012";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";187;103.18;45.3;227.9;2252.3;1.5
"ID012";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";187;103.18;47.5;243.9;2227.7;1.5
"ID012";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";187;103.18;49.8;254.2;2343.8;1.8
"ID012";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";187;103.18;52.1;238.7;2659.5;2.3
"ID012";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";187;103.18;54.3;254.5;2844.6;2.6
"ID012";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";187;103.18;56.6;234.6;2791.3;2.9
"ID012";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";187;103.18;58.9;235.2;2885;5.3
"ID012";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";187;103.18;61.1;222.7;2988.6;6.3
"ID012";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";187;103.18;63.4;232.7;2635.9;7.9
"ID012";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";187;103.18;65.6;227.7;2559.9;12.9
"ID012";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";187;103.18;67.9;241.3;2915.8;17.9
"ID012";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";187;103.18;70.2;230.6;2986;18.3
"ID012";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";187;103.18;72.4;241.6;3230.2;15.4
"ID012";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";187;103.18;74.7;226.4;3064.5;11.3
"ID012";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";187;103.18;77;224.8;3363.3;8.3
"ID016";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";165;71.29;0;464.7;2161.1;0.4
"ID016";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";165;71.29;2.3;379.9;2158;0.5
"ID016";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";165;71.29;4.5;361.4;2036.2;0.9
"ID016";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";165;71.29;6.8;448.3;2668.4;1.8
"ID016";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";165;71.29;9.1;310.3;2689.3;2.8
"ID016";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";165;71.29;11.3;293.5;2683.9;3
"ID016";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";165;71.29;13.6;333.5;3450.9;3.1
"ID016";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";165;71.29;15.8;284.9;3491.9;2.9
"ID016";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";165;71.29;18.1;263.2;3346.6;3
"ID016";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";165;71.29;20.4;341.3;3104.1;2.9
"ID016";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";165;71.29;22.6;282.5;2987.7;2.3
"ID016";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";165;71.29;24.9;270;3103.2;20.4
"ID016";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";165;71.29;27.2;244.6;3402.3;2.3
"ID016";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";165;71.29;29.4;230.4;3289;2.6
"ID016";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";165;71.29;31.7;233.1;2686.9;2.2
"ID016";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";165;71.29;34;236.7;2929.7;2.6
"ID016";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";165;71.29;36.2;247.5;2476.6;2.4
"ID016";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";165;71.29;38.5;300.6;2705.7;3
"ID016";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";165;71.29;40.7;243.5;2895.6;3.1
"ID016";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";165;71.29;43;246.6;2813.4;3
"ID016";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";165;71.29;45.3;259.8;2917.4;4.6
"ID016";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";165;71.29;47.5;244.2;3089.8;7.5
"ID016";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";165;71.29;49.8;226.8;2816.5;8.5
"ID016";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";165;71.29;52.1;245.8;2647.3;12.1
"ID016";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";165;71.29;54.3;237.5;2547;20.5
"ID016";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";165;71.29;56.6;223.8;2939.9;31.2
"ID016";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";165;71.29;58.9;243.9;3076;33.2
"ID016";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";165;71.29;61.1;238.3;3212.2;27.8
"ID016";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";165;71.29;63.4;224.9;3295.5;18
"ID016";"JUL";2022;"Late dry";"Juvenile";"Sao Mateus";165;71.29;65.6;250.9;2983;19.749142513758
"ID051";"SEP";2022;"Late dry";"Juvenile";"Sao Mateus";92;13.05;0;569.8;2224.7;1.6
"ID051";"SEP";2022;"Late dry";"Juvenile";"Sao Mateus";92;13.05;2.3;494.6;2126;1.2
"ID051";"SEP";2022;"Late dry";"Juvenile";"Sao Mateus";92;13.05;4.5;494.5;2378.1;3
"ID051";"SEP";2022;"Late dry";"Juvenile";"Sao Mateus";92;13.05;6.8;399.6;2581.3;5.5
"ID051";"SEP";2022;"Late dry";"Juvenile";"Sao Mateus";92;13.05;9.1;292.4;2689.6;8.7
"ID051";"SEP";2022;"Late dry";"Juvenile";"Sao Mateus";92;13.05;11.3;316.8;3435.7;13.4
"ID051";"SEP";2022;"Late dry";"Juvenile";"Sao Mateus";92;13.05;13.6;277.3;2984.6;16.4
"ID051";"SEP";2022;"Late dry";"Juvenile";"Sao Mateus";92;13.05;15.8;275.2;3058.3;17.1
"ID051";"SEP";2022;"Late dry";"Juvenile";"Sao Mateus";92;13.05;18.1;300.4;3033;11.1
"ID051";"SEP";2022;"Late dry";"Juvenile";"Sao Mateus";92;13.05;20.4;270.1;2476;6.5
"ID051";"SEP";2022;"Late dry";"Juvenile";"Sao Mateus";92;13.05;22.6;286.1;3060.1;6.9
"ID051";"SEP";2022;"Late dry";"Juvenile";"Sao Mateus";92;13.05;24.9;290.7;2929.8;6
"ID051";"SEP";2022;"Late dry";"Juvenile";"Sao Mateus";92;13.05;27.2;238.1;2867.6;5.4
"ID051";"SEP";2022;"Late dry";"Juvenile";"Sao Mateus";92;13.05;29.4;268.5;3679.6;7
"ID051";"SEP";2022;"Late dry";"Juvenile";"Sao Mateus";92;13.05;31.7;233.7;3246.5;5.3
"ID051";"SEP";2022;"Late dry";"Juvenile";"Sao Mateus";92;13.05;34;239.8;3070.4;5.1
"ID051";"SEP";2022;"Late dry";"Juvenile";"Sao Mateus";92;13.05;36.2;256.2;2964.4;4
"ID051";"SEP";2022;"Late dry";"Juvenile";"Sao Mateus";92;13.05;38.5;232;2591.5;3.7
"ID074";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";178;98.82;0;410.2;2303.5;1.3
"ID074";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";178;98.82;2.3;364;2267;1.6
"ID074";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";178;98.82;4.5;394.2;2366.3;1.1
"ID074";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";178;98.82;6.8;336.8;1852.5;0.6
"ID074";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";178;98.82;9.1;321.4;2228.4;1.6
"ID074";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";178;98.82;11.3;338.3;2752.8;3.8
"ID074";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";178;98.82;13.6;273.5;2404.3;5.6
"ID074";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";178;98.82;15.8;279.8;2715.4;8.4
"ID074";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";178;98.82;18.1;292.6;2711.4;9.4
"ID074";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";178;98.82;20.4;271;2785.9;12.3
"ID074";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";178;98.82;22.6;283.7;3530.4;17.5
"ID074";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";178;98.82;24.9;259;3119.9;18.3
"ID074";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";178;98.82;27.2;251;3282.5;19.8
"ID074";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";178;98.82;29.4;269.1;3407.2;18.9
"ID074";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";178;98.82;31.7;249.7;2673.3;14.1
"ID074";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";178;98.82;34;261.3;2843.7;15.1
"ID074";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";178;98.82;36.2;271.6;3175.7;14.6
"ID074";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";178;98.82;38.5;241.8;3082.3;15.7
"ID074";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";178;98.82;40.7;255.8;3399.7;20.2
"ID074";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";178;98.82;43;259.5;3803.5;23.2
"ID074";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";178;98.82;45.3;218.2;3265.5;21.5
"ID074";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";178;98.82;47.5;261.3;3291;21.2
"ID074";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";178;98.82;49.8;236;2445.3;15.7
"ID074";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";178;98.82;52.1;244.6;2855.6;16.8
"ID074";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";178;98.82;54.3;275.1;3274.5;28.8
"ID074";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";178;98.82;56.6;269.6;3349.6;28.9
"ID074";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";178;98.82;58.9;239.9;3481.9;18.6
"ID074";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";178;98.82;61.1;233.3;3504.3;8.6
"ID074";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";178;98.82;63.4;215.4;2891.5;10.8
"ID074";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";178;98.82;65.6;239.8;3094.6;16.9
"ID074";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";178;98.82;67.9;256.7;3155.6;22
"ID074";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";178;98.82;70.2;229.2;3216.6;20.3
"ID074";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";178;98.82;72.4;235.4;3767.9;22.1
"ID074";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";178;98.82;74.7;240.7;3675.1;16.2
"ID074";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";178;98.82;77;254.5;3716.6;12.2
"ID074";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";178;98.82;79.2;249.2;3109.4;8.3
"ID074";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";178;98.82;81.5;231.1;2846.2;6.1
"ID074";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";178;98.82;83.8;240.1;2899.8;5.5
"ID074";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";178;98.82;86;260.7;2936.7;5.3
"ID161";"NOV";2022;"Early wet";"Juvenile";"Sao Mateus";202;128.24;0;317;3285.1;47
"ID161";"NOV";2022;"Early wet";"Juvenile";"Sao Mateus";202;128.24;2.3;305.5;3340.3;44.8
"ID161";"NOV";2022;"Early wet";"Juvenile";"Sao Mateus";202;128.24;4.5;307;3398.6;50.2
"ID161";"NOV";2022;"Early wet";"Juvenile";"Sao Mateus";202;128.24;6.8;298.2;3509.1;55
"ID161";"NOV";2022;"Early wet";"Juvenile";"Sao Mateus";202;128.24;9.1;315.7;3213.5;52.1
"ID161";"NOV";2022;"Early wet";"Juvenile";"Sao Mateus";202;128.24;11.3;310.3;3122.1;52.8
"ID161";"NOV";2022;"Early wet";"Juvenile";"Sao Mateus";202;128.24;13.6;307.9;3280.1;55.4
"ID161";"NOV";2022;"Early wet";"Juvenile";"Sao Mateus";202;128.24;15.8;296.5;3232.5;57.6
"ID161";"NOV";2022;"Early wet";"Juvenile";"Sao Mateus";202;128.24;18.1;303.1;3420.6;64
"ID161";"NOV";2022;"Early wet";"Juvenile";"Sao Mateus";202;128.24;20.4;331.5;3848;55.7
"ID161";"NOV";2022;"Early wet";"Juvenile";"Sao Mateus";202;128.24;22.6;298.7;3383;33.1
"ID161";"NOV";2022;"Early wet";"Juvenile";"Sao Mateus";202;128.24;24.9;256.4;2693.8;19.5
"ID161";"NOV";2022;"Early wet";"Juvenile";"Sao Mateus";202;128.24;27.2;257.7;2656.7;20.8
"ID161";"NOV";2022;"Early wet";"Juvenile";"Sao Mateus";202;128.24;29.4;257.4;2772.8;32.6
"ID161";"NOV";2022;"Early wet";"Juvenile";"Sao Mateus";202;128.24;31.7;248.4;3000.8;50
"ID161";"NOV";2022;"Early wet";"Juvenile";"Sao Mateus";202;128.24;34;252.9;3205;51.2
"ID161";"NOV";2022;"Early wet";"Juvenile";"Sao Mateus";202;128.24;36.2;236.4;3069.8;34.4
"ID161";"NOV";2022;"Early wet";"Juvenile";"Sao Mateus";202;128.24;38.5;256.6;3270.9;20.5
"ID161";"NOV";2022;"Early wet";"Juvenile";"Sao Mateus";202;128.24;40.7;236.6;2948.5;19
"ID161";"NOV";2022;"Early wet";"Juvenile";"Sao Mateus";202;128.24;43;246.4;2919.4;20.9
"ID161";"NOV";2022;"Early wet";"Juvenile";"Sao Mateus";202;128.24;45.3;259;2850.7;21.7
"ID161";"NOV";2022;"Early wet";"Juvenile";"Sao Mateus";202;128.24;47.5;246.5;2880.6;24.1
"ID161";"NOV";2022;"Early wet";"Juvenile";"Sao Mateus";202;128.24;49.8;237.5;3358.2;25.4
"ID161";"NOV";2022;"Early wet";"Juvenile";"Sao Mateus";202;128.24;52.1;255.2;3987.7;28.4
"ID161";"NOV";2022;"Early wet";"Juvenile";"Sao Mateus";202;128.24;54.3;251.5;3802.9;23.9
"ID161";"NOV";2022;"Early wet";"Juvenile";"Sao Mateus";202;128.24;56.6;265.2;3868.1;19.9
"ID161";"NOV";2022;"Early wet";"Juvenile";"Sao Mateus";202;128.24;58.9;252.2;3142.8;13.6
"ID161";"NOV";2022;"Early wet";"Juvenile";"Sao Mateus";202;128.24;61.1;224.4;2855.3;9.3
"ID161";"NOV";2022;"Early wet";"Juvenile";"Sao Mateus";202;128.24;63.4;250;2863.9;8.1
"ID161";"NOV";2022;"Early wet";"Juvenile";"Sao Mateus";202;128.24;65.6;233.4;2984.8;7.1
"ID161";"NOV";2022;"Early wet";"Juvenile";"Sao Mateus";202;128.24;67.9;223.9;3161.4;7.2
"ID161";"NOV";2022;"Early wet";"Juvenile";"Sao Mateus";202;128.24;70.2;244.3;3474.5;7.1
"ID161";"NOV";2022;"Early wet";"Juvenile";"Sao Mateus";202;128.24;72.4;235.4;3240.1;7
"ID163";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";222;173.01;0;321.8;2469.6;2.9
"ID163";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";222;173.01;2.3;327.4;2857.3;2.8
"ID163";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";222;173.01;4.5;302.3;2471.1;2.2
"ID163";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";222;173.01;6.8;278.3;2426.3;2.2
"ID163";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";222;173.01;9.1;293.6;2365;2.4
"ID163";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";222;173.01;11.3;279.1;2375.5;2.4
"ID163";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";222;173.01;13.6;282.6;2489.7;3.4
"ID163";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";222;173.01;15.8;276.2;2516.8;3.5
"ID163";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";222;173.01;18.1;277.6;2398.8;2.7
"ID163";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";222;173.01;20.4;262.2;2509;2.3
"ID163";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";222;173.01;22.6;254.1;2493.4;1.8
"ID163";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";222;173.01;24.9;249.9;2292.9;1.8
"ID163";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";222;173.01;27.2;265.1;2257.5;1.7
"ID163";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";222;173.01;29.4;263.1;2276.6;1.7
"ID163";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";222;173.01;31.7;247.9;2674.2;2.3
"ID163";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";222;173.01;34;266.7;2734.4;2.6
"ID163";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";222;173.01;36.2;251.5;2894.9;2.9
"ID163";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";222;173.01;38.5;253.7;2955.1;2.9
"ID163";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";222;173.01;40.7;254.4;2735.4;3.1
"ID163";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";222;173.01;43;241.6;2565.6;3.3
"ID163";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";222;173.01;45.3;288.9;2548.4;6.1
"ID163";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";222;173.01;47.5;262.1;2586.4;8.1
"ID163";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";222;173.01;49.8;243.3;2755.3;9.5
"ID163";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";222;173.01;52.1;252.4;3023.7;12.9
"ID163";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";222;173.01;54.3;252;2856.7;19.4
"ID163";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";222;173.01;56.6;233.9;2761;22.2
"ID163";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";222;173.01;58.9;246.949994438185;2695.9;20.1
"ID163";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";222;173.01;61.1;243.7;2667.9;18.9
"ID163";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";222;173.01;63.4;245.1;2820.6;15.7
"ID163";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";222;173.01;65.6;256.8;3028.5;11.5
"ID163";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";222;173.01;67.9;255;3073.6;8.5
"ID163";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";222;173.01;70.2;237.9;3339.4;7.3
"ID163";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";222;173.01;72.4;240.5;3535.4;5.7
"ID163";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";222;173.01;74.7;223;3080.6;5
"ID163";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";222;173.01;77;236.2;2845.1;4.9
"ID163";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";222;173.01;79.2;256.7;2308.8;4.6
"ID165";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";162;61.8;0;320.6;2212.7;1.1
"ID165";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";162;61.8;2.3;299.9;2212.1;1.1
"ID165";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";162;61.8;4.5;269.5;1977.1;1.3
"ID165";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";162;61.8;6.8;312.1;2280.6;1.5
"ID165";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";162;61.8;9.1;276.851421929028;2022.7;1.4
"ID165";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";162;61.8;11.3;261.1;2299.5;1.8
"ID165";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";162;61.8;13.6;322.1;2852.8;2.3
"ID165";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";162;61.8;15.8;268.3;2365.7;2.3
"ID165";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";162;61.8;18.1;269.4;2498.3;2.2
"ID165";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";162;61.8;20.4;270.4;2203.7;1.8
"ID165";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";162;61.8;22.6;251.9;1983.3;1.8
"ID165";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";162;61.8;24.9;261.6;2312.3;2.1
"ID165";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";162;61.8;27.2;262.8;2440.8;3
"ID165";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";162;61.8;29.4;225.9;2386.4;5.9
"ID165";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";162;61.8;31.7;244.9;3097.8;10.5
"ID165";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";162;61.8;34;245.8;2703.7;8.5
"ID165";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";162;61.8;36.2;225;2550.1;13.3
"ID165";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";162;61.8;38.5;238.5;2610.4;22.1
"ID165";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";162;61.8;40.7;242.7;2520.8;21.9
"ID165";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";162;61.8;43;234.9;2717.9;20.7
"ID165";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";162;61.8;45.3;267.1;3035.6;19.4
"ID165";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";162;61.8;47.5;223.1;2862.8;15.4
"ID165";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";162;61.8;49.8;234.4;3362.1;11.3
"ID165";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";162;61.8;52.1;245.1;2935.4;7
"ID165";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";162;61.8;54.3;235.5;2762.5;6.3
"ID165";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";162;61.8;56.6;250.4;3180;5.9
"ID165";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";162;61.8;58.9;228.870101858575;2936.7;4.5
"ID165";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";162;61.8;61.1;221.4;3064.8;4.6
"ID165";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";162;61.8;63.4;252;3586.8;3.8
"ID165";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";162;61.8;65.6;224.1;2920;3.2
"ID165";"DEC";2022;"Early wet";"Juvenile";"Sao Mateus";162;61.8;67.9;229.4;3100.9;11.9994505518207
"ID173";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";197;115.45;0;332.2;2696.7;10.2
"ID173";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";197;115.45;2.3;311.3;2623.6;10.8
"ID173";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";197;115.45;4.5;408.6;2944.4;10.5
"ID173";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";197;115.45;6.8;339.2;2492.8;8.3
"ID173";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";197;115.45;9.1;328.3;2778.5;10.2
"ID173";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";197;115.45;11.3;337.5;3196.9;20.8
"ID173";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";197;115.45;13.6;278.8;2986.1;16.9
"ID173";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";197;115.45;15.8;289.9;3585.1;13.3
"ID173";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";197;115.45;18.1;298.4;3727.6;13.2
"ID173";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";197;115.45;20.4;275.8;3547.4;18.4
"ID173";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";197;115.45;22.6;291.2;3555.7;18
"ID173";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";197;115.45;24.9;300.8;2779.7;12.9
"ID173";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";197;115.45;27.2;276.4;2816.3;12.7
"ID173";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";197;115.45;29.4;298.3;3478.8;9.5
"ID173";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";197;115.45;31.7;264.4;2669.9;5.8
"ID173";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";197;115.45;34;272.9;3103.8;6.6
"ID173";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";197;115.45;36.2;311.4;3064;4.9
"ID173";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";197;115.45;38.5;245.8;2706.7;3.7
"ID173";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";197;115.45;40.7;254.3;2670.5;3.2
"ID173";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";197;115.45;43;305.1;2495.5;2.5
"ID173";"AUG";2022;"Late dry";"Juvenile";"Sao Mateus";197;115.45;45.3;249.5;2403.6;2.5
